,created_at,pm25_air,pm10_air,co_air,no2_air,PM2.5,PM10,NO2,CO,Temp,RH,WS
490,22-10-2020 03:00,139,264.5,2,48.11,82,145.5,45.48,0.75,29.43,87,0.3
491,22-10-2020 04:00,127,236,2.5,46.535,79.75,133.25,38.85,0.62,29.7,87,0.3
492,22-10-2020 05:00,152.5,369.5,2.5,46.465,72,113,32.4,0.54,29.33,87,0.3
493,22-10-2020 06:00,242.5,1487.5,2,48.2,66.75,110.75,37.35,0.58,29.33,87,0.3
494,22-10-2020 07:00,193,1067,2,47.68,59.25,77,42.12,0.61,29.3,87,0.45
495,22-10-2020 08:00,122.5,251.5,2,46.37,59.75,87,38.03,0.64,29.38,87,0.42
496,22-10-2020 09:00,105.5,169.5,2,48.3,66.75,118,37.83,0.86,29.4,83,0.47
497,22-10-2020 10:00,101,142.5,2,46.235,67,124.75,37.78,0.89,29.38,73.5,1.07
498,22-10-2020 11:00,100,135,1.5,40.265,78.75,142,29.02,0.8,29.75,66.5,1.33
499,22-10-2020 12:00,99,131.5,2,29.83,79.25,158,26.9,0.69,30.3,61.75,1.02
500,22-10-2020 13:00,95.5,125,2,34.99,83.75,150.75,22.48,0.57,30.23,59.5,1.3
501,22-10-2020 14:00,89.5,117,2,50.935,85.25,143.5,25.27,0.53,30,55.75,1.55
502,22-10-2020 15:00,89,115,1.5,42.76,83.25,131,26.15,0.49,29.92,56.5,1.25
503,22-10-2020 16:00,88,112.5,1.5,39.405,81.25,126,26.02,0.45,29.88,58.75,1.3
504,22-10-2020 17:00,88,115,2,44.24,74,129.75,26.15,0.42,29.8,60.5,0.62
505,22-10-2020 18:00,97.5,133,2,47.495,76,141.5,33.23,0.62,29.7,65.5,0.32
506,22-10-2020 19:00,111,159.5,2,52.71,76.25,173,46.78,0.84,29.7,72.5,0.3
507,22-10-2020 20:00,115.5,177.5,2,52.15,85,182.75,54.3,1,29.6,72.25,0.3
508,22-10-2020 21:00,102,143.5,1.5,49.915,81.25,177.75,50.98,0.98,29.5,71,0.4
509,22-10-2020 22:00,90.5,125.5,2,48.945,77.25,150,40.65,0.88,29.55,69.5,0.32
510,22-10-2020 23:00,87.5,121,2,49.565,71.75,129.5,36.3,0.79,29.58,73,0.3
511,23-10-2020 00:00,94,128.5,2,49.51,70.5,124.5,32.85,0.74,29.52,77.5,0.3
512,23-10-2020 01:00,93.5,128.5,2,46.615,67.75,126,30.45,0.73,29.52,81.5,0.3
513,23-10-2020 02:00,97,133.5,2,46.885,66.5,110.25,28.55,0.71,29.5,81,0.3
514,23-10-2020 03:00,99.5,137,2,46.25,74,115.75,28.12,0.68,29.57,83.25,0.3
515,23-10-2020 04:00,110,166.5,2,47.215,73.75,118,36.92,0.73,29.82,84.75,0.3
516,23-10-2020 05:00,124,206.5,2,44.17,75.5,138.25,38.2,0.88,29.52,85.75,0.3
517,23-10-2020 06:00,139,240,2,43.98,82.5,150,40.55,0.89,29.58,86,0.3
518,23-10-2020 07:00,142,249,2,41.63,82.5,162,35.45,0.88,29.5,86.75,0.3
519,23-10-2020 08:00,139.5,240.5,2,45.645,85.5,155.5,31.18,0.87,29.5,85.75,0.3
520,23-10-2020 09:00,123,197,2,46.235,81.25,166.25,39.35,0.88,29.5,76.5,0.3
521,23-10-2020 10:00,97.5,138.5,2,45.795,80.25,176.5,38.62,0.86,29.5,65.75,0.35
522,23-10-2020 11:00,80,121.5,2,36.45,77.25,180.5,36.5,0.8,30.07,57.5,0.93
523,23-10-2020 12:00,59.5,99.5,2,38.64,80,174.25,33.5,0.6,30.2,50.25,0.82
524,23-10-2020 13:00,59.5,98,2,50.265,67,133.5,27.82,0.58,30.02,46.25,0.48
525,23-10-2020 14:00,53.5,91,1,53.775,61.75,131,29.95,0.56,29.75,46.25,0.75
526,23-10-2020 15:00,51,87,2,48.72,59.75,132,25.2,0.5,29.9,47.5,0.73
527,23-10-2020 16:00,48,86,2,38.255,69.75,170.25,26.07,0.51,30.12,49,1.02
528,23-10-2020 17:00,47,87.5,1.5,44.365,57.25,159,31.4,0.39,29.85,50.25,0.95
529,23-10-2020 18:00,51,95,5,49.72,58.25,141.25,38.73,0.5,29.58,56.5,0.6
530,23-10-2020 19:00,56.5,99.5,2,49.14,61.75,162.25,39.77,0.65,29.5,64.25,0.3
531,23-10-2020 20:00,64,111.5,2,52.28,71.25,150.5,44.2,0.88,29.48,64.5,0.32
532,23-10-2020 21:00,71.5,114.5,2,51.74,78,178.5,55,1.17,29.4,66.25,0.3
533,23-10-2020 22:00,75,119,2,52.565,86.5,186.25,62,1.39,29.4,66,0.3
534,23-10-2020 23:00,89.5,139,2,51.725,83.75,183,73.12,1.58,29.4,66.5,0.3
535,24-10-2020 00:00,88.5,132,2,51.545,78,174.75,70.12,1.53,29.42,71.25,0.3
536,24-10-2020 01:00,85,127,2.5,50.695,73.5,182.75,61.27,1.45,29.4,78,0.3
537,24-10-2020 02:00,91,136,2,50.085,79.75,176.5,57.03,1.52,29.35,82.5,0.3
538,24-10-2020 03:00,95.5,138.5,2,49.54,84.75,183.75,52.7,1.51,29.45,83.75,0.3
539,24-10-2020 04:00,100,143,2,49.03,84.75,167,45.77,1.23,29.77,85.5,0.3
540,24-10-2020 05:00,100,139.5,2,48.03,85.25,142.25,40.2,0.98,29.42,86,0.3
541,24-10-2020 06:00,100.5,141.5,3,44.365,79,124.75,32.98,0.77,29.4,86.75,0.3
542,24-10-2020 07:00,95,130.5,2.5,41.125,73,101.75,28.07,0.62,29.42,86,0.3
543,24-10-2020 08:00,92,127.5,2,47.82,66,95.25,30.18,0.57,29.4,80.25,0.3
544,24-10-2020 09:00,73,113.5,2,47,70.5,118.5,31.75,0.61,29.3,68.25,0.3
545,24-10-2020 10:00,55.5,94.5,2,43.775,63,125,29.98,0.55,29.32,59.5,0.3
546,24-10-2020 11:00,51.5,91,2,32.935,53.75,109.5,29,0.51,29.73,50.25,0.4
547,24-10-2020 12:00,69,110.5,2,45.9,55.75,129.5,31.2,0.53,30.27,47.25,0.85
548,24-10-2020 13:00,55,95,2,44.145,65.75,140,28.08,0.7,30.05,45.75,0.6
549,24-10-2020 14:00,52,90.5,2,49.7,68,137.5,30.27,0.69,29.55,46.75,0.72
550,24-10-2020 15:00,46.5,83.5,2,45.91,56.25,123,29.47,0.64,29.45,45.5,0.6
551,24-10-2020 16:00,46.5,84.5,2,37.375,48.5,102,29.8,0.6,29.5,46.25,0.5
552,24-10-2020 17:00,49,88,2,36.5,52,109.5,30.83,0.42,29.62,49.5,0.57
553,24-10-2020 18:00,52,95,2,43.15,59.25,136.5,37.47,0.54,29.67,54.5,0.3
554,24-10-2020 19:00,56,98.5,2.5,51.05,64,148.75,47,0.74,29.5,60.75,0.3
555,24-10-2020 20:00,63.5,106,1.5,52.485,67.5,146,58.67,1,29.42,66,0.3
556,24-10-2020 21:00,66,105,2,52.545,68.25,143.5,58.42,0.98,29.42,69.75,0.3
557,24-10-2020 22:00,69,107,2.5,51.5,64.75,127,57.58,1.02,29.42,71.75,0.3
558,24-10-2020 23:00,72,108,2,51.025,62,125.5,52.08,1.01,29.5,72.75,0.3
559,25-10-2020 00:00,76.5,112.5,2,51.315,65.5,122.5,52.45,1.08,29.42,77.5,0.3
560,25-10-2020 01:00,85.5,122.5,2,50.26,69.75,130.5,55.4,1.49,29.48,80.25,0.3
561,25-10-2020 02:00,92.5,129,2.5,48.91,75.5,137.25,45.47,1.53,29.38,82.75,0.3
562,25-10-2020 03:00,95,132,3,49.295,69.75,125,45,1.36,29.4,84.25,0.3
563,25-10-2020 04:00,95,130.5,3,48.42,73,120.5,39.57,1.04,29.73,85.25,0.3
564,25-10-2020 05:00,93,127.5,2,48.445,64.75,110.25,39.03,0.8,29.4,85.25,0.3
565,25-10-2020 06:00,92.5,126.5,2,42.83,59.25,93,35.38,0.62,29.27,86,0.3
566,25-10-2020 07:00,92.5,127.5,2,43.945,62,92.25,31.45,0.53,29.33,83.75,0.3
567,25-10-2020 08:00,92,125.5,2,48.665,59.75,93.25,32.73,0.53,29.27,77.5,0.3
568,25-10-2020 09:00,90,128,2,46.41,66.25,109,33.65,0.7,29.2,68.25,0.3
569,25-10-2020 10:00,79,116.5,2,40.03,76.5,126.75,35.2,0.74,29.22,60.5,0.4
570,25-10-2020 11:00,71,105,2,27.555,67.5,124.75,33.55,0.7,29.77,53.75,0.47
571,25-10-2020 12:00,64.5,98.5,2,43.305,61.25,120,33.45,0.66,29.93,49.75,0.6
572,25-10-2020 13:00,57.5,91,2,54.7,54.5,114.25,29.73,0.56,29.82,48.25,0.9
573,25-10-2020 14:00,54.5,87,2,51.94,50,103.25,29.5,0.49,29.38,48,0.68
574,25-10-2020 15:00,52.5,84.5,2,40.36,49,94.25,28.7,0.42,29.5,49.5,0.53
575,25-10-2020 16:00,52.5,84,2,35.74,46,91.75,28.98,0.38,29.42,49.25,0.55
576,25-10-2020 17:00,55.5,88,2,38.78,45.5,93,28.92,0.38,29.48,52,0.77
577,25-10-2020 18:00,60.5,93.5,2,46.85,46.75,100.75,29.93,0.44,29.5,58.75,0.38
578,25-10-2020 19:00,66.5,99,2,50.655,55,106.25,36.7,0.63,29.45,64.75,0.3
579,25-10-2020 20:00,69,102,2,51.74,57.5,108.75,41.35,0.74,29.4,65.5,0.3
580,25-10-2020 21:00,72.5,105,1.5,51.07,63.75,114,43.73,0.94,29.38,68.5,0.3
581,25-10-2020 22:00,76.5,109.5,2,51.455,62.25,115.25,47.22,0.99,29.33,71.5,0.3
582,25-10-2020 23:00,77,110,2,51.495,67.5,117,45.05,1.01,29.33,73.25,0.3
583,26-10-2020 00:00,78,110,2,49.26,61.5,108,41.7,0.96,29.27,74,0.3
584,26-10-2020 01:00,81.5,113.5,2,48.315,56.75,97.5,38.08,0.93,29.33,79,0.3
585,26-10-2020 02:00,90,122,2,49.08,59,96,41.15,1,29.4,80.75,0.3
586,26-10-2020 03:00,91,122.5,2,48.08,66,102.5,34.17,0.94,29.35,82.75,0.3
587,26-10-2020 04:00,91.5,123,2,47.36,60.25,96,33,0.83,29.8,81.75,0.3
588,26-10-2020 05:00,92,124.5,2,47.38,57.75,96.75,31.33,0.73,29.35,82.75,0.3
589,26-10-2020 06:00,102.5,148.5,2.5,47.345,53,98,35.8,0.76,29.42,84,0.3
590,26-10-2020 07:00,105.5,156,2,47.26,70.25,121.25,35.65,0.79,29.35,85,0.3
591,26-10-2020 08:00,112,169,2,48.77,78.75,124.75,36.83,0.87,29.3,80.5,0.3
592,26-10-2020 09:00,108,163,2,47.94,84,146.25,43.25,0.81,29.25,69.5,0.3
593,26-10-2020 10:00,91,129.5,2,32.945,84,161.25,43.25,0.76,29.35,58.75,0.32
594,26-10-2020 11:00,66,100.5,1.5,36.295,76.75,154,35.08,0.63,29.8,53,0.38
595,26-10-2020 12:00,57.5,91,2,37.785,52.75,109,31.6,0.49,30.25,51,0.62
596,26-10-2020 13:00,53,86,1,36.87,45.5,97.25,26.7,0.39,30.2,50.25,1.05
597,26-10-2020 14:00,49.5,82,2,32.55,45.5,89.5,27.55,0.3,29.88,47.75,1.4
598,26-10-2020 15:00,49,82,2,33.035,47.25,90.75,27.4,0.28,29.83,46.75,0.98
599,26-10-2020 16:00,49.5,83.5,2,38.395,39.5,91.25,28.42,0.28,29.67,46.75,1.48
600,26-10-2020 17:00,47.5,82,1.5,44.615,42,94.5,28.35,0.38,29.7,47.75,1
601,26-10-2020 18:00,52,90,1.5,49.81,46.25,99.5,32.38,0.49,29.62,52,0.32
602,26-10-2020 19:00,59.5,102,2,48.66,51.75,123.25,38.07,0.63,29.58,56.25,0.4
603,26-10-2020 20:00,64,107.5,2,50.655,60.5,137.75,42.53,0.76,29.45,57.5,0.43
604,26-10-2020 21:00,66,108.5,2,47.94,70.25,144.25,42.77,0.7,29.4,58,0.32
605,26-10-2020 22:00,64.5,105.5,2,50.35,67.25,145.25,39.03,0.63,29.4,58,0.55
606,26-10-2020 23:00,64,103,2,50.76,64.75,137,36.92,0.54,29.33,57.5,0.62
607,27-10-2020 00:00,68,107,2,49.15,64.75,136.25,36.6,0.51,29.38,62.25,0.32
608,27-10-2020 01:00,70,106,2,48.39,67.75,129,36.35,0.42,29.4,65.5,0.3
609,27-10-2020 02:00,75,108,2,48.5,67,110.75,31.62,0.38,29.4,70.5,0.3
610,27-10-2020 03:00,74.5,108.5,2,47.555,58,103.5,30.9,0.34,29.4,68.75,0.3
611,27-10-2020 04:00,86.5,118,2,46.8,59.25,110,29.77,0.32,29.73,73.5,0.3
612,27-10-2020 05:00,94.5,128,2,45.275,64.25,107,30.33,0.34,29.4,79.25,0.3
613,27-10-2020 06:00,98,134.5,2,45.5,67.5,107.25,31.92,0.35,29.3,80.75,0.3
614,27-10-2020 07:00,106,155,2,46.6,69.25,114.5,34.8,0.4,29.3,81.75,0.3
615,27-10-2020 08:00,96.5,145,2,49.075,80.5,142.75,43.77,0.52,29.38,69.25,0.4
616,27-10-2020 09:00,73.5,117,2,48.37,82.25,166,42.5,0.6,29.27,58.25,0.45
617,27-10-2020 10:00,67,104.5,2.5,45.825,72,151.75,39.52,0.62,29.45,54.75,1.18
618,27-10-2020 11:00,58.5,95.5,2,97.33,62,131.75,36.3,0.55,29.95,51.75,1.4
619,27-10-2020 12:00,56.5,92.5,2,48.065,52.5,118.25,31.6,0.46,30,50.5,1.18
620,27-10-2020 13:00,55.5,90,2,153.165,58.75,113.75,27.25,0.43,29.85,49.5,1.32
621,27-10-2020 14:00,54.5,88.5,2,29.495,56.25,107.25,29.07,0.44,29.6,48.5,1.12
622,27-10-2020 15:00,52,86,1.5,33.585,57.25,106,26.88,0.41,29.7,46.25,1.62
623,27-10-2020 16:00,53,87.5,2,76.305,50.25,102.25,26.85,0.41,29.82,48.25,1.45
624,27-10-2020 17:00,50,82.5,2,43.175,54.5,109.5,29.52,0.47,29.8,49.75,0.98
625,27-10-2020 18:00,56,94.5,1.5,47.16,56,116,33.83,0.55,29.7,53.25,0.6
626,27-10-2020 19:00,61,98,2,110.92,57.25,128.75,41.45,0.7,29.7,58.5,0.32
627,27-10-2020 20:00,63,101,2,50,61.25,122.5,44.9,0.76,29.55,59,0.32
628,27-10-2020 21:00,65.5,103.5,2,49.81,63.75,124.25,46.2,0.68,29.5,61.25,0.3
629,27-10-2020 22:00,67.5,105.5,2,50.915,68.5,126.5,46.77,0.67,29.5,62.75,0.3
630,27-10-2020 23:00,76,112.5,2.5,87.53,68.5,132.75,48.88,0.7,29.5,67.25,0.3
631,28-10-2020 00:00,82,121,2,50.79,72.75,142.25,56.8,0.7,29.52,67.5,0.3
632,28-10-2020 01:00,88,127.5,2,50.105,73,155.25,59.48,0.73,29.5,68.5,0.3
633,28-10-2020 02:00,83.5,120.5,2.5,45.165,73.25,148.75,52.58,0.62,29.5,69.75,0.3
634,28-10-2020 03:00,80,114.5,2,43.17,63,125.75,44.05,0.56,29.52,72.75,0.3
635,28-10-2020 04:00,81.5,114.5,2,45.91,58.25,118.25,43.83,0.53,29.8,75.75,0.3
636,28-10-2020 05:00,83.5,116,2,44.985,61,106,37.27,0.54,29.45,78.25,0.3
637,28-10-2020 06:00,91,125.5,2,45.355,60.5,107,37.35,0.54,29.48,79.75,0.3
638,28-10-2020 07:00,96.5,137.5,2,47.765,68.75,122.75,44.85,0.62,29.5,81.75,0.3
639,28-10-2020 08:00,94.5,133,2,45.97,73.25,137.25,45.53,0.77,29.5,73.5,0.3
640,28-10-2020 09:00,80.5,120.5,2,47.905,79.25,148.75,48.83,0.72,29.48,59.75,0.3
641,28-10-2020 10:00,71.5,109.5,2,45.855,73.25,151.5,45.67,0.63,29.57,54,0.35
642,28-10-2020 11:00,64.5,101,2,37.925,61.75,139.5,40.58,0.6,30.07,51.75,0.6
643,28-10-2020 12:00,52,86,2.5,28.675,57.25,119,36.55,0.43,30.07,46,1.25
644,28-10-2020 13:00,51,83,2,36.905,46,97,29.9,0.5,30.05,43.75,1.88
645,28-10-2020 14:00,53,85,2,30.465,47.75,95.25,29.7,0.45,29.98,44.25,2.33
646,28-10-2020 15:00,53.5,85,2,28.575,53.25,99.25,28.77,0.44,30.2,45.25,1.35
647,28-10-2020 16:00,54.5,87,1.5,29.35,53.25,100,29.55,0.43,29.95,45.25,1.43
648,28-10-2020 17:00,56.5,90.5,2,39.405,52,102.75,31.65,0.38,29.95,47.25,0.93
649,28-10-2020 18:00,59.5,98.5,2,48.385,54.25,116.75,36.2,0.5,29.83,52,0.4
650,28-10-2020 19:00,66,107.5,2,51.855,55,141,44.35,0.65,29.7,56.75,0.35
651,28-10-2020 20:00,79,122,2.5,53.265,68.5,168,60.2,0.99,29.7,62,0.3
652,28-10-2020 21:00,85.5,125.5,2,51.5,81,183.75,66.9,1.04,29.7,64,0.3
653,28-10-2020 22:00,86,122,2,51.13,76.25,171.25,60.67,1.02,29.67,67,0.3
654,28-10-2020 23:00,75,109.5,2,51.31,70.5,146.25,52.42,0.76,29.6,64.25,0.3
655,29-10-2020 00:00,77.5,112,2,51.16,67.75,124,53.23,0.69,29.52,65.5,0.3
656,29-10-2020 01:00,76,113,2,50.395,66,126.5,57.95,0.58,29.55,66.75,0.3
657,29-10-2020 02:00,76,112.5,2,45.87,70.5,124.25,53.9,0.48,29.5,66.75,0.3
658,29-10-2020 03:00,78,112,2,43.37,63.75,118.75,45.1,0.39,29.57,71,0.3
659,29-10-2020 04:00,81.5,114,2,43.93,59,109.75,44.27,0.31,29.82,72.75,0.3
660,29-10-2020 05:00,87,119,2,45.97,66.25,112.75,48.2,0.43,29.52,75,0.3
661,29-10-2020 06:00,91,126,2,45.79,69.25,115.75,45.47,0.46,29.5,79.25,0.3
662,29-10-2020 07:00,96,136,2,47.32,70.25,124.75,49.23,0.5,29.45,79.5,0.3
663,29-10-2020 08:00,99,141,2,48.735,80.75,148.5,49.53,0.65,29.5,76.25,0.3
664,29-10-2020 09:00,108.5,171,2,51.18,83.75,163,61.05,0.94,29.5,68.25,0.3
665,29-10-2020 10:00,78,119.5,2,45.53,84,169.75,56.7,0.8,29.62,54.25,0.35
666,29-10-2020 11:00,71.5,105,2,32.985,76.75,148.25,47.45,0.6,30.05,49,0.57
667,29-10-2020 12:00,70.5,104,2,32.16,73.25,133.5,40.9,0.48,30,48.25,0.65
668,29-10-2020 13:00,68,98.5,2,28.95,72.5,138,32.75,0.51,29.98,48,1.33
669,29-10-2020 14:00,68,97,2,32.945,66.25,125.5,31.23,0.48,29.83,48.25,1.42
670,29-10-2020 15:00,68.5,97,2,31.375,62.75,113.5,31.83,0.47,29.92,48.25,0.65
671,29-10-2020 16:00,70.5,98,1.5,35.025,68.75,110.25,32.05,0.48,29.8,49.25,0.45
672,29-10-2020 17:00,71.5,100.5,1.5,45.365,67.75,116,33.53,0.59,29.85,51.75,0.38
673,29-10-2020 18:00,76.5,109.5,2,49.32,62.5,127.25,37.12,0.66,29.8,56,0.32
674,29-10-2020 19:00,83,117,2,49.63,78.25,150,47.55,0.88,29.7,61,0.3
675,29-10-2020 20:00,93,134.5,2,50.135,83.75,174.75,54.4,1.02,29.67,64.25,0.32
676,29-10-2020 21:00,94.5,136,2,50.49,81.75,182,57.38,1.01,29.6,62.75,0.35
677,29-10-2020 22:00,92,128,2,49.14,84.5,169.25,50.33,0.9,29.58,65,0.35
678,29-10-2020 23:00,88,120.5,2,49.8,76,161.75,46.52,0.79,29.55,66.5,0.32
679,30-10-2020 00:00,84.5,116,2,49.975,73.75,142.75,43.52,0.67,29.52,66,0.3
680,30-10-2020 01:00,88,117.5,2,48.885,74.75,131,46.05,0.54,29.58,70,0.3
681,30-10-2020 02:00,89.5,120,2,49.095,71.75,126.5,47.98,0.55,29.6,71.75,0.3
682,30-10-2020 03:00,89.5,119,2,48.925,72.5,129.75,42.42,0.52,29.62,71.75,0.3
683,30-10-2020 04:00,91.5,121.5,2,48.08,67.75,123.25,40.5,0.44,29.8,73.25,0.3
684,30-10-2020 05:00,93,121.5,2,48.62,65.75,114.75,39,0.5,29.6,76.5,0.3
685,30-10-2020 06:00,95,128.5,2,48.115,66,118.5,42.2,0.5,29.5,73.75,0.3
686,30-10-2020 07:00,100,133,2,49.02,77,129.75,37.65,0.53,29.5,77.5,0.3
687,30-10-2020 08:00,101.5,141.5,2,50.09,75.5,131.25,44.05,0.59,29.58,74.5,0.3
688,30-10-2020 09:00,100.5,154.5,2.5,50.92,79.25,163.5,78.65,0.6,29.5,65.25,0.32
689,30-10-2020 10:00,93,129.5,2,45.025,77,184.5,68.28,0.62,29.6,60.25,0.5
690,30-10-2020 11:00,73,104.5,1.5,37.44,74.75,170.75,46.95,0.47,29.95,53,1.4
691,30-10-2020 12:00,68.5,99,1.5,28.67,67.25,138,37.95,0.38,30,49.25,1.82
692,30-10-2020 13:00,71.5,98,2.5,32.515,66.5,124,29.6,0.53,30,48.25,1.9
693,30-10-2020 14:00,70.5,96.5,1.5,26.825,71.5,127.75,30.73,0.49,29.83,48,1.55
694,30-10-2020 15:00,76.5,103.5,2,36.22,75.25,133.75,29.67,0.48,29.85,49.25,1.77
695,30-10-2020 16:00,77,104.5,2,40.635,81,144.25,29.75,0.44,29.75,50,2.17
696,30-10-2020 17:00,78.5,111,1.5,43.88,78.5,147.75,30.7,0.32,29.62,51,1.47
697,30-10-2020 18:00,82.5,115.5,2,48.445,81.25,169.25,31.57,0.4,29.67,53.5,1.23
698,30-10-2020 19:00,90,121.5,1.5,50.73,83,178.5,35.85,0.49,29.6,55.75,0.68
699,30-10-2020 20:00,97,131,2,50.525,75.75,172.25,44.25,0.62,29.5,58.5,0.42
700,30-10-2020 21:00,98.5,133,2,51.89,74.25,184.75,46.82,0.57,29.5,61.75,0.32
701,30-10-2020 22:00,97,131,2,51.555,81,180.75,46.28,0.6,29.4,64,0.3
702,30-10-2020 23:00,101,136,2,51.11,79.5,172,47.55,0.61,29.42,66.75,0.3
703,31-10-2020 00:00,105.5,145,2,51.27,78,176,54.15,0.64,29.4,67.75,0.3
704,31-10-2020 01:00,113,158.5,2,49.73,84,178.75,54.55,0.72,29.4,71,0.3
705,31-10-2020 02:00,116,162.5,2,49.16,77.75,172.75,47.92,0.66,29.42,76,0.3
706,31-10-2020 03:00,117,163.5,2,49.225,84,157,41.95,0.58,29.52,78.5,0.3
707,31-10-2020 04:00,115,162,2.5,48.585,78,158.5,39.73,0.52,29.77,76.25,0.3
708,31-10-2020 05:00,112.5,152.5,2,48.43,79.25,158.75,39.07,0.46,29.5,74,0.3
709,31-10-2020 06:00,113,153.5,2,48.35,83.75,147,35.95,0.44,29.4,75,0.3
710,31-10-2020 07:00,114.5,158.5,2,48.135,86,149.75,37.12,0.43,29.4,77.25,0.3
711,31-10-2020 08:00,111.5,153.5,2,48.79,84.5,155.25,41.73,0.54,29.4,71.5,0.3
712,31-10-2020 09:00,105.5,146,2,48.7,78.75,177.5,46.95,0.64,29.45,62,0.32
713,31-10-2020 10:00,104,156.5,2,44.645,76,187.5,41.75,0.62,29.52,56.25,0.62
714,31-10-2020 11:00,84,122,1.5,42.35,77.25,176.5,35.58,0.52,29.88,52.5,1.25
715,31-10-2020 12:00,82,110.5,1.5,39.55,73.25,145.75,33.15,0.45,30,52,1.77
716,31-10-2020 13:00,77.5,107,2,43.15,74.75,140.75,28.27,0.46,30.15,50,1.55
717,31-10-2020 14:00,77.5,105.5,2,38.875,69.75,145,29.12,0.4,29.73,48.75,2.05
718,31-10-2020 15:00,69,99.5,1.5,35.93,72.25,139.25,31.27,0.38,29.73,48,1.85
719,31-10-2020 16:00,70,101,1.5,40.975,63.5,131.25,28.5,0.4,29.6,48.75,2.55
720,31-10-2020 17:00,75,106.5,1.5,44,64.5,138.5,29.7,0.51,29.65,51,1.78
721,31-10-2020 18:00,83.5,119,2,44.235,74.5,164.75,35.8,0.58,29.58,55.75,0.75
722,31-10-2020 19:00,88,124,2,46.5,81.75,182,41.9,0.68,29.58,59.5,0.32
723,31-10-2020 20:00,89,128,2,51.1,82.25,175.25,47.08,0.84,29.48,59.75,0.35
724,31-10-2020 21:00,94,136,2,52.015,85,181.25,49.6,0.93,29.5,62,0.3
725,31-10-2020 22:00,92.5,137,2,51.285,79.75,177.25,50.67,0.96,29.52,63.5,0.3
726,31-10-2020 23:00,86.5,128,2,52.055,76.25,173.75,46.48,0.82,29.52,61.75,0.3
